algorithm,similes,property,value
Tanimoto-distance,CCN(c1ccc(OC)cc1)S(=O)(=O)c1c(C(=O)N2CCCCCC2)c(C)n(C)c1C,sol_time,216.0
Tanimoto-distance,COc1ccccc1-c1ccc(C(CC(=O)O)NC(=O)C2CCN2S(=O)(=O)c2cc(Cl)cc(Cl)c2)cc1,sol_time,266.0
Tanimoto-distance,CN1CCN(Cc2ccc(-c3cnc(N4CCOC(Cn5nnc6ncc(-c7cccc(C#N)c7)nc65)C4)nc3)cc2)CC1,sol_time,257.0
Tanimoto-distance,COc1cc(C(=O)C(=O)N2CCCCC2C(=O)OC(CCCc2ccccc2)CCCc2ccccn2)cc(OC)c1OC,sol_time,157.0
Tanimoto-distance,CC1(C)CC(=O)c2cc(Cl)c(NC3CCCC3)nc2C1,sol_time,217.0
Tanimoto-distance,CCNC(=O)C1(Nc2nc(NCc3ccccc3)nc(N3CC4CC3CN4C(=O)c3cccc(C(F)(F)F)c3)n2)Cc2ccccc2C1,sol_time,257.0
Tanimoto-distance,CCN(CC)CCNc1ccc(CO)c2oc3ccccc3c(=O)c12,sol_time,233.0
Tanimoto-distance,CN1C(C(=O)O)CCCC1C(=O)O,sol_time,243.0
Tanimoto-distance,CCCCN(CCCC)CCCOc1ccc(S(=O)(=O)c2c(C(C)C)nn3ccccc23)cc1,sol_time,242.0
Tanimoto-distance,Brc1cccc(-c2nsc(-c3cccc(Br)c3)n2)c1,sol_time,251.0
Tanimoto-distance,Cc1cccc(CNC(=O)c2cc(-c3nnn(CC4CCC(CO)CC4)n3)cc(C)n2)c1,sol_time,316.0
Tanimoto-distance,CC(=O)NC1c2c(ccc3ccc(=O)oc23)OC(C)(C)C1O,sol_time,242.0
Tanimoto-distance,Cc1cc(C)nc(N=C(N)NCc2nc3ccccc3[nH]2)n1,sol_time,226.0
Tanimoto-distance,Cc1c(C(=O)N2CCC(NC(=O)Nc3ccc(C#N)cc3)(c3ccccc3)CC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,sol_time,299.0
Retro*,CCOc1ccc(N(CC(=O)NC2CCCCC2)C(=O)CCCC(=O)Nc2ccccn2)cc1,sol_time,316.0
Retro*,CN1CCC(=C2c3ccccc3Oc3ccc(Cl)cc32)CC1,sol_time,253.0
Retro*,COc1cc(O)c2c(=O)cc(-c3cc(O)c(O)cc3Cc3cccc(Cl)c3)oc2c1,sol_time,307.0
Retro*,N#CCCCSC(=S)n1ccnc1,sol_time,269.0
Retro*,CSC(=O)C#CC(C)(C)N(C)Cc1ccccc1,sol_time,271.0
Retro*,CC(=O)Nc1nc(C)c(-c2nc(C(C)(C)CCO)no2)s1,sol_time,296.0
Retro*,NC(=O)C(CCC(F)(F)F)N(CCc1ncon1)S(=O)(=O)c1ccc(Cl)cc1,sol_time,288.0
Retro*,NCC(=O)N1CC(N)CC1C(=O)NC(CCc1ccccc1)C(=O)Nc1ccc2ncccc2c1,sol_time,694.0
Retro*,CCN(CC)C(=O)c1ccc(N(c2cccc(OC)c2)C2CCN(CC=C(C)C)CC2C)cc1,sol_time,238.0
