target_index_in_batch,pos_value_sum,cost_pos_react,pos_value_plus_cost,pos_value_plus_cost_div_temp,index_neg_for_target,neg_value_sum,cost_neg_react,neg_value_plus_cost,neg_value_plus_cost_div_temp,exp_minus_pos_value_plus_cost_div_temp,exp_minus_neg_value_plus_cost_div_temp
29,0.002449132902809903,0.1,0.10244913290280991,0.010244913290280992,3,5.514427157362105,5.510606752593664,11.02503390995577,1.102503390995577,0.9898073870772603,0.3320388194005836
29,0.002449132902809903,0.1,0.10244913290280991,0.010244913290280992,4,5.556321293250422,5.549400277277067,11.10572157052749,1.110572157052749,0.9898073870772603,0.32937045552384614
29,0.002449132902809903,0.1,0.10244913290280991,0.010244913290280992,5,6.002737058935666,5.995033145053487,11.997770203989152,1.199777020398915,0.9898073870772603,0.30126137956565335
29,0.002449132902809903,0.1,0.10244913290280991,0.010244913290280992,6,6.642292966066386,6.639843833163576,13.282136799229963,1.3282136799229964,0.9898073870772603,0.2649501245584212
29,0.002449132902809903,0.1,0.10244913290280991,0.010244913290280992,7,6.865624321463181,6.852592964183331,13.718217285646512,1.3718217285646512,0.9898073870772603,0.25364446704192123
29,0.002449132902809903,0.1,0.10244913290280991,0.010244913290280992,8,6.879508217720366,6.86561925481221,13.745127472532577,1.3745127472532577,0.9898073870772603,0.2529628226111495
29,0.002449132902809903,0.1,0.10244913290280991,0.010244913290280992,9,7.294074359202518,7.281043001922668,14.575117361125185,1.4575117361125185,0.9898073870772603,0.23281485940268237
29,0.002449132902809903,0.1,0.10244913290280991,0.010244913290280992,10,7.419510601252377,7.414431412050057,14.833942013302433,1.4833942013302432,0.9898073870772603,0.2268663500184632
29,0.002449132902809903,0.1,0.10244913290280991,0.010244913290280992,11,8.716076386920935,8.707460241808764,17.4235366287297,1.7423536628729699,0.9898073870772603,0.17510777055313484
29,0.002449132902809903,0.1,0.10244913290280991,0.010244913290280992,12,9.323315748185886,9.299999259572708,18.623315007758592,1.8623315007758592,0.9898073870772603,0.15531010229098274
30,0.00873810306936662,0.7261168348440026,0.7348549379133692,0.07348549379133693,0,2.1853747832233577,2.17753427428894,4.362909057512297,0.43629090575122975,0.9291496241320861,0.6464296484778513
30,0.00873810306936662,0.7261168348440026,0.7348549379133692,0.07348549379133693,1,2.4895146001909616,2.4808575405342843,4.970372140725246,0.4970372140725246,0.9291496241320861,0.6083303449403611
30,0.00873810306936662,0.7261168348440026,0.7348549379133692,0.07348549379133693,2,2.7214118121759494,2.715038530974401,5.436450343150351,0.5436450343150351,0.9291496241320861,0.5806279815745117
30,0.00873810306936662,0.7261168348440026,0.7348549379133692,0.07348549379133693,3,2.726701153729339,2.715038530974401,5.44173968470374,0.544173968470374,0.9291496241320861,0.5803209488107274
30,0.00873810306936662,0.7261168348440026,0.7348549379133692,0.07348549379133693,4,3.36793676042517,3.362883880896122,6.7308206413212925,0.6730820641321292,0.9291496241320861,0.5101338870283108
30,0.00873810306936662,0.7261168348440026,0.7348549379133692,0.07348549379133693,5,4.361339508820792,4.348412965196032,8.709752474016824,0.8709752474016824,0.9291496241320861,0.41854316700703187
30,0.00873810306936662,0.7261168348440026,0.7348549379133692,0.07348549379133693,6,4.3549509630490135,4.348412965196032,8.703363928245047,0.8703363928245047,0.9291496241320861,0.41881064065430557
30,0.00873810306936662,0.7261168348440026,0.7348549379133692,0.07348549379133693,7,4.966610889535213,4.958827713856783,9.925438603391996,0.9925438603391996,0.9291496241320861,0.3706326530742209
30,0.00873810306936662,0.7261168348440026,0.7348549379133692,0.07348549379133693,8,4.966301506171047,4.958827713856783,9.92512922002783,0.9925129220027831,0.9291496241320861,0.3706441200093117
30,0.00873810306936662,0.7261168348440026,0.7348549379133692,0.07348549379133693,9,4.965748890731453,4.958827713856783,9.924576604588236,0.9924576604588236,0.9291496241320861,0.370664602941597
30,0.00873810306936662,0.7261168348440026,0.7348549379133692,0.07348549379133693,10,4.965950831997185,4.958827713856783,9.924778545853968,0.9924778545853968,0.9291496241320861,0.3706571177692674
