smiles,n_iter,first_soln_time,lowest_cost_route_found,lowest_cost_route_(binned),best_route_cost_lower_bound,lowest_depth_route_found,best_route_depth_lower_bound,num_calls_rxn_model,num_nodes_in_tree,is_purchasable,constant-0,Tanimoto-distance,Tanimoto-distance-NUM_NEIGHBORS_TO_1,Embedding-from-fingerprints
CC(C)(C)OC(=O)NCCCOCCOCCOCCCNC(=O)c1ccc(C#CC#N)cc1,11,2.0,4.281400542222447,004-006,2.0102734738261545,2.0,1.0,4,352,0.0,0.0,0.45669291338582674,0.9997748592870545,0.03596407757809039
CC(=O)c1cnc2ccc(-c3cc(Cl)c(O)c(Cl)c3)nc2c1NC1CCC(CN2CC[C@@H](F)C2)CC1,3,2.0,0.4246711873045508,000-001,0.4246711873045508,2.0,1.0,2,125,0.0,0.0,0.33333333333333337,0.9997748592870545,0.037453668085372316
NC1(C(=O)N[C@H](CCO)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,19,4.0,5.082069253038963,004-006,3.33474908014518,4.0,1.0,9,459,0.0,0.0,0.5971223021582734,0.9996998123827392,0.15646160672917964
Cn1cnc2ccc(OS(=O)(=O)C(F)(F)F)cc21,23,5.0,4.555787278052887,004-006,2.9642474983266336,4.0,1.0,6,725,0.0,0.0,0.6111111111111112,0.9997748592870545,0.03002237891623416
NC(COC(F)F)C(=O)NCc1ccc(F)c(F)c1,35,4.0,5.191897583239771,004-006,3.690434142821366,4.0,1.0,16,717,0.0,0.0,0.6301369863013699,0.9997748592870545,0.026436474039861046
NCCCCOCCOCCOCCOCCOC12CC3CC(CC(C3)C1)C2,9,1.0,3.0941485450163317,003-004,1.9569183410060007,1.0,1.0,5,682,0.0,0.0,0.29824561403508776,0.9998499061913696,0.03231372865195803
O=C(O)c1ccc(CN2C[C@@H]3C[C@H]2CN3Cc2ccc(OCC(F)(F)C(F)F)cc2)cc1,183,26.0,12.515667865749371,011-013,7.966134818893294,4.0,1.0,55,2548,0.0,0.0,0.6637931034482758,0.9996998123827392,0.0649959646651096
CCOC(=O)c1cc(=O)c2cccc(/C=C/c3ccc(OCCCCc4ccc(F)cc4)cc3)c2o1,9,4.0,2.6398229815808487,001-003,1.5131253702509848,3.0,1.0,4,295,0.0,0.0,0.536231884057971,0.9997748592870545,0.048565530818617364
CNC(=O)c1ccc(C(=O)Nc2ccc(C[C@@H](CO)NC[C@H](O)COc3ccccc3)cc2)cc1,187,30.0,8.014177345241023,008-009,5.55491834450247,3.0,1.0,60,4262,0.0,0.0,0.6287425149700598,0.9996998123827392,0.04924375675806225
CN(Cc1ccccn1)Cc1cc(O)cc(-c2cc(N3CCCC3)ccn2)n1,7,3.0,1.2507260876479611,001-003,1.2507260876479611,3.0,1.0,4,171,0.0,0.0,0.6885245901639344,0.9996998123827392,0.04371168736245856
CC(C)(C)OC(=O)Nc1cc(Cl)ccc1/C=C/C(=O)N1C2CCCC1CN(Cc1ccc(F)cc1)C2,7,4.0,1.94678773720557,001-003,1.94678773720557,3.0,1.0,4,130,0.0,0.0,0.6533333333333333,0.9996998123827392,0.025241570722330353
CC=CCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1-c1ccccc1,5,3.0,1.1660767905384577,001-003,1.1660767905384577,3.0,1.0,3,278,0.0,0.0,0.5130434782608695,0.9997748592870545,0.045440735083138506
S=C=Nc1ccccc1C1CCCC1,9,4.0,4.147178588742223,004-006,3.0249146844483032,3.0,1.0,5,306,0.0,0.0,0.4838709677419355,0.9997748592870545,0.054637830493035944
O=C(c1ccccc1)c1ccc(CP(=O)(O)O)cc1,5,3.0,0.5643296198065634,000-001,0.5643296198065634,3.0,1.0,3,226,0.0,0.0,0.3802816901408451,0.9998499061913696,0.0958858092916306
CC(C)(O)c1ccc(C(C#N)CC2CC2)cn1,43,4.0,6.918835970425993,006-008,5.22422655988106,2.0,1.0,18,955,0.0,0.0,0.4032258064516129,0.9997748592870545,0.036356090299275556
COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(C=O)cc4Cl)C3)o2)cc1,15,6.0,5.5410071609247336,004-006,5.1067017623115065,4.0,1.0,6,335,0.0,0.0,0.5948275862068966,0.9997748592870545,0.033945262602630644
CCSc1ccccc1-c1nc2cc(C(F)(F)F)cnc2c(=O)[nH]1,7,3.0,3.6059387105655514,003-004,2.3730334787400507,3.0,1.0,4,171,0.0,0.0,0.7024793388429752,0.9996998123827392,0.05721313294487784
CC(C)(C)OC(=O)N1Cc2cc(Br)cnc2C1,29,5.0,8.335293787496601,008-009,5.419629727035367,3.0,1.0,11,555,0.0,0.0,0.5696202531645569,0.9997748592870545,0.06774831656357727
CCN(c1ccc(C#N)c(C(F)(F)F)c1)C1CCCC(n2cnnn2)C1,29,4.0,7.805970990245729,006-008,4.965570474007392,3.0,1.0,12,599,0.0,0.0,0.71,0.9996998123827392,0.03646437792657975
C[C@H](Nc1nc(Cl)nc(Nc2cn(CCc3ccccc3)cn2)n1)c1ncc(F)cn1,7,4.0,2.289723231867121,001-003,2.289723231867121,4.0,1.0,4,125,0.0,0.0,0.7412587412587412,0.999624765478424,0.03256207008183443
CC(=O)[C@@H]1CC[C@H](OCc2ccccc2)CC1,13,2.0,3.45329853931984,003-004,3.1326685817593978,2.0,1.0,4,299,0.0,0.0,0.5569620253164558,0.9997748592870545,0.05234687586965814
CCC(=O)c1ccnc(OC)c1OC,21,4.0,6.923872566099239,006-008,4.986064914478671,2.0,1.0,10,516,0.0,0.0,0.640625,0.9996998123827392,0.08470646931664427
O=C1c2ccc(F)cc2CC12CCNCC2,11,2.0,5.345459668584609,004-006,4.813157762115004,2.0,1.0,6,216,0.0,0.0,0.6575342465753424,0.9996998123827392,0.05992056007786073
COc1ccc(C(C)(O)C(F)(F)F)c(CCOC2CCCCO2)c1,87,33.0,6.893822013961257,006-008,4.521789352947103,3.0,1.0,38,2175,0.0,0.0,0.5700934579439252,0.9997748592870545,0.035285045266478354
CCCN(CCC)CC(=O)N1c2cc(C)c(C)cc2-n2c(nn(CCCN(C)C)c2=O)-c2cccnc21,5,3.0,0.9434635114475468,000-001,0.9434635114475468,3.0,1.0,3,105,0.0,0.0,0.4866666666666667,0.9996998123827392,0.046669583135674486
Cc1cc(C2CC2)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc2cc[nH]c12,13,6.0,4.742856857862074,004-006,3.882457046293058,3.0,1.0,6,313,0.0,0.0,0.7384615384615385,0.999624765478424,0.11737623661987828
NC(=O)c1cccc2nc(-c3cccc(CN4CCNCC4)c3)oc12,57,8.0,7.212462753299158,006-008,6.856460273401764,3.0,1.0,21,1116,0.0,0.0,0.5652173913043479,0.9997748592870545,0.03091446065858694
COC(=O)c1ccc(F)c(-c2c(F)cc(OC3CCOCC3)cc2F)n1,46,9.0,8.142740789404073,008-009,6.016709439202869,5.0,1.0,10,676,0.0,0.0,0.4563106796116505,0.9997748592870545,0.029687943484685952
CC(COCC1CO1)([N+](=O)[O-])[N+](=O)[O-],3,1.0,0.4729727475568643,000-001,0.4729727475568643,1.0,1.0,2,40,0.0,0.0,0.5869565217391304,0.9996998123827392,0.02664289803878117
CC(C)(C)c1ccc(C=O)c(Cl)c1,7,1.0,4.297835728513043,004-006,2.493941961462496,1.0,1.0,4,290,0.0,0.0,0.5510204081632653,0.9997748592870545,0.04361019463796356
CCOC(=O)c1cccc(F)c1COc1cccc(F)c1,5,3.0,1.6922203514112373,001-003,1.6922203514112373,3.0,1.0,3,98,0.0,0.0,0.6464646464646464,0.9997748592870545,0.026985059508714326
Cc1c(OCCCCCO)ccnc1CSc1nc2ccccc2[nH]1,7,2.0,0.7709942243984386,000-001,0.7709942243984386,2.0,1.0,4,263,0.0,0.0,0.3486238532110092,0.9997748592870545,0.027025019953565654
O=c1[nH]c(=S)n(-c2cnc3ccccc3c2)c2nc[nH]c12,9,4.0,1.3112252911523603,001-003,1.2884762093582525,4.0,1.0,4,175,0.0,0.0,0.6559139784946236,0.9997748592870545,0.06680658069589662
COc1ccc2cc(C(=O)C#Cc3cc(Cl)cc(Cl)c3)cnc2c1,18,3.0,2.9390396260849294,001-003,2.9390396260849294,3.0,1.0,6,220,0.0,0.0,0.5686274509803921,0.9997748592870545,0.04637168175190842
COc1cncc(N2CCNCC2)n1,3,2.0,0.8613195646605986,000-001,0.8613195646605986,2.0,1.0,2,100,0.0,0.0,0.5633802816901409,0.9997748592870545,0.045324887080804066
OC(COc1ccc(Cl)cc1)(Cn1cncn1)c1ccc(Br)s1,15,5.0,4.067101543405656,004-006,3.406251521076392,3.0,1.0,6,320,0.0,0.0,0.7011494252873562,0.9996998123827392,0.05058293102363298
CN(Cc1ccc(-c2ccc(S(C)(=O)=O)cc2)nc1)C1CCN(C(=O)OC2CCC2)CC1,180,9.0,10.52504846803804,009-011,7.681169547887263,4.0,1.0,29,2320,0.0,0.0,0.48550724637681164,0.9997748592870545,0.036096902411041576
Nc1c(Cl)cc(C(=O)n2ccnc2)c2c1OCO2,7,4.0,4.326405764665724,004-006,2.726978536286224,3.0,1.0,4,153,0.0,0.0,0.6052631578947368,0.9996998123827392,0.027786115558268598
CCCCOC(=O)[C@@H]1CC[C@@H](C(C)(O)c2ncc(-c3cc(C)cc(Nc4cc(C)c(F)cn4)n3)s2)CC1,5,3.0,1.993649180679934,001-003,1.993649180679934,3.0,1.0,3,121,0.0,0.0,0.7272727272727273,0.999624765478424,0.03862573041183104
CCOc1ccccc1-n1c(C(C)N2CCN(C(=O)COc3ccc(Cl)cc3)CC2)nc2cc(NC(C)=O)ccc2c1=O,9,2.0,3.582469561269836,003-004,3.485745836766429,2.0,1.0,5,226,0.0,0.0,0.5444444444444445,0.9996998123827392,0.02129972219810017
Cc1nnc(N2C(=O)C(O)=C(C(=O)c3ccc(OCC(=O)O)cc3)C2c2ccc(C(C)(C)C)cc2)s1,3,2.0,1.3758907525722444,001-003,1.3758907525722444,2.0,1.0,2,127,0.0,0.0,0.6935483870967742,0.9996998123827392,0.04615220143977827
CCc1ccc(Cl)c(S(=O)(=O)NC(=O)c2cn3cc(C(F)(F)F)cc(Cl)c3n2)c1,5,2.0,0.8564197151549472,000-001,0.8564197151549472,2.0,1.0,3,181,0.0,0.0,0.5576923076923077,0.9996998123827392,0.032032973872825776
CCOC(OCC)c1cc(Br)cc(C2CCC2)c1OC,5,3.0,3.052708416240186,003-004,2.3643289971968957,3.0,1.0,3,194,0.0,0.0,0.6813186813186813,0.9996998123827392,0.04501641491756836
O=C(NCC1(O)CCN(Cc2cc(Br)ccc2OCc2ccc(Cl)cc2)CC1)Nc1c(F)cccc1F,3,2.0,1.6340538526057191,001-003,1.626718438017977,2.0,1.0,2,107,0.0,0.0,0.4930555555555556,0.9997748592870545,0.024805166829383607
COCCn1c(C)nc2cc(C(=O)N(C)CCO)c3c(c21)OC(c1ccccc1)CC3,205,48.0,7.785109830926912,006-008,6.303068992518285,4.0,1.0,48,4514,0.0,0.0,0.6,0.9996998123827392,0.03153481858358975
Cc1cc(N)cc(C)c1Oc1ccc2[nH]nc(CC(C)C)c2c1,79,3.0,8.093994096867199,008-009,4.8371722855674415,3.0,1.0,23,1793,0.0,0.0,0.7430555555555556,0.999624765478424,0.2461610612592512
CCCCCN1C(=O)C(C)(C)c2cc3c(cc21)nc(NC(=O)c1ccccc1)n3C(C)C,17,6.0,6.154499094124892,006-008,3.2590360598223924,4.0,1.0,9,311,0.0,0.0,0.6307692307692307,0.9996998123827392,0.03789491373473575
CC(C)(C)c1cc(NC(=O)NCCCl)cc(C(C)(C)C)c1O,5,2.0,0.8141047178934323,000-001,0.8141047178934323,2.0,1.0,3,164,0.0,0.0,0.5679012345679013,0.9997748592870545,0.08693064786941695
Cn1c(=O)c2c(-c3ccccc3)n(-c3ccccc3N)cc2n(C)c1=O,5,3.0,0.960059447682802,000-001,0.960059447682802,3.0,1.0,3,240,0.0,0.0,0.6814814814814815,0.9996998123827392,0.05188875497464629
Nc1ccccc1Oc1ccc(OCc2cccc([N+](=O)[O-])c2)cc1,5,2.0,2.2548507673494047,001-003,1.3317812334092487,2.0,1.0,3,316,0.0,0.0,0.6140350877192983,0.9997748592870545,0.02528212418997633
CC1(C2CCC(=O)CC2)CCCC1,219,88.0,10.0787331046688,009-011,8.45317407841672,7.0,2.0,88,4106,0.0,0.0,0.6842105263157895,0.9996998123827392,0.0372889960142182
CC(=O)N1CCC2(CC1)CN(c1nc(Nc3cc(C)n[nH]3)c3cccnc3n1)C2,14,4.0,8.18254539483184,008-009,5.1526495489343,3.0,1.0,6,222,0.0,0.0,0.772972972972973,0.999624765478424,0.028825412873601297
C[C@@H](NCCc1nc(COc2ccccc2)oc1C(=O)O)C(C)(C)C,15,7.0,4.087977099706167,004-006,2.615511347592701,4.0,1.0,7,346,0.0,0.0,0.6044776119402986,0.9996998123827392,0.039105026746781735
[N-]=[N+]=Nc1cc(N)cc(Cl)c1,1,1.0,0.8342658339433356,000-001,0.8342658339433356,1.0,1.0,1,70,0.0,0.0,0.5777777777777777,0.9997748592870545,0.057979944292887775
CCCc1cc(C#N)c(N)c(Br)c1Cl,161,14.0,7.143325769642523,006-008,5.381144646083363,3.0,1.0,44,5291,0.0,0.0,0.7258064516129032,0.9996998123827392,0.05527620102296815
C#CCCCNC(CCOC)(CCOC)CNC(=O)OCC1c2ccccc2-c2ccccc21,328,31.0,9.860230562282217,009-011,6.5714382818834665,4.0,1.0,64,7375,0.0,0.0,0.5454545454545454,0.9997748592870545,0.040051296119168356
Cc1c(Cl)nn2c(-c3ccccc3)c(-c3ccc(C4(N)CCC4)cc3)nc2c1C,5,3.0,1.3627116542162068,001-003,1.3627116542162068,3.0,1.0,3,115,0.0,0.0,0.6964285714285714,0.9996998123827392,0.033758199794128085
COc1ccc2[nH]c3c(c2c1)CC1(C)C(=O)N(CCCN)C(=O)N1C3c1ccccc1,14,4.0,3.553962454096667,003-004,2.636941632907116,4.0,1.0,6,341,0.0,0.0,0.7092198581560284,0.9996998123827392,0.02924242432012769
CCONC(=O)C(=O)C(Cc1ccccc1)NC(=O)[C@H]1CCC(=O)N1Cc1ccccc1,749,197.0,20.845273772033163,019-021,17.83888770345469,4.0,2.0,197,12447,0.0,0.0,0.582089552238806,0.9997748592870545,0.021932936019988247
C=Cc1ccc2ccc([C@]3(OC)C[C@@H](C(=O)OC)N(C(=O)OCC[Si](C)(C)C)C3)cc2c1,34,6.0,3.0394156818861706,003-004,2.4937088422880374,4.0,1.0,8,826,0.0,0.0,0.6666666666666667,0.9996998123827392,0.034221575495471
CC(C)(C)CC(=O)Nc1ccc(NCc2ccc3c(c2)OCO3)nc1N1CCCC1,21,9.0,4.354084698718248,004-006,4.162711534788165,4.0,1.0,9,434,0.0,0.0,0.6788321167883211,0.9996998123827392,0.11303179796145046
C[C@H]1CC[C@@H](C(N)=NOC(=O)c2ccc(F)cc2)CN1C(=O)OC(C)(C)C,9,3.0,1.4806881884278935,001-003,1.4806881884278935,3.0,1.0,5,165,0.0,0.0,0.5157894736842106,0.9997748592870545,0.024609940668560815
CCOP(=O)(CC[C@@H]1C[C@H](C(=O)OC)N(C(=O)OC(C)(C)C)C1)OCC,5,3.0,3.1175877372157728,003-004,2.73332552104735,3.0,1.0,3,140,0.0,0.0,0.4157303370786517,0.9998499061913696,0.05543199621098083
CSc1sc(C(=O)O)c2c1-c1nc(C)sc1CC2,7,2.0,2.5867829064776475,001-003,2.5867829064776475,2.0,1.0,4,68,0.0,0.0,0.7096774193548387,0.9996998123827392,0.03493787728597464
CCC(=O)N[C@H]1CC[C@@H](C(=O)N(C)c2ccc(-c3nc4ccccc4n3C)cc2)C1,24,5.0,3.598709533691798,003-004,3.139660905173168,3.0,1.0,8,578,0.0,0.0,0.6645161290322581,0.9996998123827392,0.05009658867836164
CCCCC(C)C(=O)C=CC1CCC(=O)C1CCCCCCCO,346,43.0,10.130614784043178,009-011,6.145679196198197,2.0,1.0,109,11486,0.0,0.0,0.5858585858585859,0.9997748592870545,0.0636413621584786
O=C(NC1CC1)C(=O)C(Cc1ccccc1)NC(=O)c1cccnc1-c1csc(-c2ccccc2)n1,33,12.0,10.875317454367645,009-011,8.00426256406353,3.0,1.0,15,656,0.0,0.0,0.5323741007194245,0.9997748592870545,0.03041741893248262
C=CC(=O)N1CCC[C@@H](Nc2nc(Nc3ccc4c(c3)C(C)(C)N(C)C4(C)C)ncc2F)C1,12,5.0,2.79206065649154,001-003,2.79206065649154,4.0,1.0,5,175,0.0,0.0,0.7076923076923076,0.999624765478424,0.031135697818975516
O=S(=O)(Cc1cn(C23CC4CC(CC(C4)C2)C3)nn1)c1cc(Cl)ccc1Cl,5,2.0,1.4228031132374146,001-003,1.4228031132374146,2.0,1.0,3,134,0.0,0.0,0.6802721088435374,0.9996998123827392,0.025048243911540813
CCOC(=O)/C=C/c1ccc(F)c2nn(C)cc12,9,5.0,2.6046179564456757,001-003,2.475414524500216,5.0,1.0,5,339,0.0,0.0,0.5512820512820513,0.9997748592870545,0.0419063711669323
Cc1cc(CNC2CCN(C[C@@H]3Cn4c(=O)ccc5ccc(=O)n3c54)CC2)cnc1C(F)(F)F,19,4.0,5.54628533629875,004-006,3.0451024541165257,4.0,1.0,8,420,0.0,0.0,0.4496124031007752,0.9997748592870545,0.03054431021067916
c1c(CN2CCCC2)sc2c1CNCC2,79,35.0,6.452879735663762,006-008,6.367296019049783,4.0,1.0,37,1449,0.0,0.0,0.7411764705882353,0.999624765478424,0.05194835580299939
CS(=O)(=O)Nc1cc([C@@H](O)CNCCc2ccc(OCCOCc3cccc(C#N)c3)cc2)ccc1O,86,6.0,6.298481062806243,006-008,4.662783652131374,3.0,1.0,24,1961,0.0,0.0,0.6906474820143884,0.9996998123827392,0.019818005395665583
O=C1CN(S(=O)(=O)c2ccc3cc(Cl)ccc3c2)CCN1N=C1CCN(c2cccnc2)CC1,55,17.0,7.724368080837026,006-008,7.690665030157625,5.0,2.0,17,932,0.0,0.0,0.6717557251908397,0.9996998123827392,0.022367854823577726
c1ccc(CN2CCCNCC2)cc1,3,1.0,6.328386382036071,006-008,3.728622386644076,1.0,1.0,2,132,0.0,0.0,0.24137931034482762,0.9998499061913696,0.07034176984100227
CCON=C(CBr)c1ncc(Cl)cc1Cl,29,11.0,15.276722902761865,014-016,12.938130873026717,4.0,2.0,12,439,0.0,0.0,0.6491228070175439,0.9997748592870545,0.03337536394113916
Cc1nn(C)c(-c2c(F)cc(OCC3CC3)cc2F)c1C(=O)c1ccc(F)cc1Cl,13,6.0,3.869630535507822,003-004,3.410952452607393,4.0,1.0,7,370,0.0,0.0,0.3153153153153153,0.9997748592870545,0.0354555419998176
Cc1cc(OCCCc2c(C(=O)NS(=O)(=O)c3ccccc3)[nH]c3c(-c4ccco4)cccc23)cc(C)c1Cl,57,17.0,10.274411685697164,009-011,7.003730830120635,5.0,1.0,20,1233,0.0,0.0,0.7106598984771574,0.9996998123827392,0.15358439779573052
CN(C)/C=C/C(=O)C1CCN(C(=O)OC(C)(C)C)C1,5,2.0,1.6407674797097629,001-003,1.6407674797097629,2.0,1.0,3,149,0.0,0.0,0.4328358208955224,0.9998499061913696,0.03805673105997953
Cc1c(C(=O)N2CC[Si](C)(C)CC2)cc(-c2ccc(Cl)cc2)n1-c1ccc(Cl)cc1,7,4.0,1.9082161054438485,001-003,1.9082161054438485,4.0,1.0,4,170,0.0,0.0,0.6901408450704225,0.9996998123827392,0.037172500928321695
NCC(F)(F)c1ncc(Cl)cc1Cl,71,23.0,6.268863004525235,006-008,5.730672076064793,5.0,1.0,23,1172,0.0,0.0,0.5833333333333333,0.9997748592870545,0.04713557329139628
CC(ON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@H]12)c1ccc(O)c(Cl)c1)C(=O)OC(C)(C)C,3,2.0,1.1996876545385822,001-003,1.1996876545385822,2.0,1.0,2,89,0.0,0.0,0.6103896103896104,0.9997748592870545,0.04624005201354864
O=C(NCc1ccc(F)c(F)c1)c1cc(-n2cnn(Cc3ccc(F)cc3)c2=O)n[nH]1,7,4.0,2.6412852765058727,001-003,1.888490952677464,3.0,1.0,4,112,0.0,0.0,0.7218543046357616,0.9996998123827392,0.03555184236693798
Cc1nc(-c2cc(Cl)ccc2Cl)n2c1c(C)nc1ccccc12,127,44.0,7.927170928640225,006-008,7.312272062034385,6.0,2.0,44,1493,0.0,0.0,0.6896551724137931,0.9996998123827392,0.055893330646182626
COc1ccc(-c2ccc3c(C)c(OC)ccc3c2)cc1,75,2.0,6.059111438765175,006-008,3.64359293135141,2.0,1.0,17,2343,0.0,0.0,0.6052631578947368,0.9997748592870545,0.07169881008363588
O=C(Nc1ccc([N+](=O)[O-])cc1)N(O)C1CCCCCCC1,55,18.0,9.660121260868626,009-011,7.628940643000471,3.0,2.0,19,913,0.0,0.0,0.6785714285714286,0.9996998123827392,0.16935747063207807
COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCCC(=O)N1CCOCC1,13,6.0,2.7404016098824724,001-003,2.461819275879939,4.0,1.0,6,338,0.0,0.0,0.472972972972973,0.9997748592870545,0.04365601474976477
C[C@H](N=C1CCC2(CCN(C(=O)OC(C)(C)C)CC2)c2ccccc21)c1ccccc1,67,8.0,10.23332134261604,009-011,8.434390797273178,3.0,2.0,20,1268,0.0,0.0,0.5947712418300654,0.9997748592870545,0.029216425743725183
N#Cc1ccc(C2(O)CCC(=O)CC2)cn1,3,1.0,5.783484195035133,004-006,4.3437076843259455,1.0,1.0,2,106,0.0,0.0,0.33870967741935487,0.9997748592870545,0.03410306741053071
CN(CC(O)COc1cc(Cl)cc(Br)c1)C(=O)OC(C)(C)C,5,3.0,2.2927541467859385,001-003,2.2927541467859385,3.0,1.0,3,218,0.0,0.0,0.7033898305084746,0.9996998123827392,0.16121067691453794
COc1ncccc1-c1cc(C(=O)NS(C)(=O)=O)ccc1Oc1ccccc1,23,10.0,4.104119779295976,004-006,3.471909005798664,6.0,1.0,10,704,0.0,0.0,0.6488549618320612,0.9997748592870545,0.04625147905057214
CCC(NC(=O)C1CCCC1)c1nnc(C2CCCO2)[nH]c1=O,87,26.0,10.86228856249099,009-011,6.805979089689201,3.0,1.0,28,1008,0.0,0.0,0.7525773195876289,0.999624765478424,0.034612398578495074
Nc1ncc(Cl)c(CCl)c1Cl,1,1.0,1.568037824620224,001-003,1.568037824620224,1.0,1.0,1,60,0.0,0.0,0.3414634146341463,0.9998499061913696,0.050867165374204104
CCCN(CCC)c1ccc(Br)c2nc(Nc3c(C)cc(C)cc3C)n(C)c12,5,3.0,3.273500129950865,003-004,3.097816390336637,3.0,1.0,3,106,0.0,0.0,0.680672268907563,0.9996998123827392,0.033725593973859436
CCCc1nc(Cl)c2cc(Cl)ccc2n1,5,2.0,2.3515827643209457,001-003,2.0385698047444114,2.0,1.0,3,112,0.0,0.0,0.453125,0.9997748592870545,0.04403644391208039
c1cn(CCOC2CCC3(CCNCC3)CC2)cn1,131,46.0,6.973370357068379,006-008,6.392409753903283,7.0,1.0,46,2928,0.0,0.0,0.6666666666666667,0.9996998123827392,0.05700067707813938
COCn1cc(NS(=O)(=O)Cc2ccccc2)c(=O)n(CC(=O)O)c1=O,4987,436.0,24.23189977291519,024-026,17.437989892288634,6.0,2.0,444,67008,0.0,0.0,0.6568627450980392,0.9996998123827392,0.05008432637370008
C[Si](C)(C)c1[nH]c2c(Cl)cc(Cl)cc2c1CCNC(=O)c1cccc(Cc2cccc(F)c2)c1,24,5.0,3.632896293511956,003-004,2.591059700343436,4.0,1.0,6,595,0.0,0.0,0.5954198473282443,0.9996998123827392,0.04147297131279415
CN(C)c1cc(N2CCN(C(=O)c3ccccc3)CC2)c(-c2ccccc2)nn1,41,3.0,6.896284187903056,006-008,4.880378778452576,3.0,1.0,11,1031,0.0,0.0,0.5851851851851853,0.9997748592870545,0.050385791173906735
CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)OC1CCC(C(=O)OCI)CC1,31,7.0,11.225822521062252,011-013,6.980385441869998,3.0,1.0,11,446,0.0,0.0,0.5142857142857142,0.9997748592870545,0.055148005080004614
O=C1CCCN1C(=O)NCCn1cncn1,26,3.0,6.29418341380725,006-008,4.246245040455438,2.0,1.0,9,542,0.0,0.0,0.7419354838709677,0.999624765478424,0.040797830456451134
CC(C)=CCn1c(N2CCCC(NC(=O)OC(C)(C)C)C2)nc2c1c(=O)n(CC(=O)c1ccccc1O)c(=O)n2C,5,3.0,6.137263799080818,006-008,3.778521449564397,2.0,1.0,3,124,0.0,0.0,0.5846994535519126,0.9997748592870545,0.05478619634794213
O=S(=O)(Nc1ncc(Cl)cc1O)c1cncc(-c2ccccc2)c1,5,3.0,1.8459327757778663,001-003,1.8459327757778663,3.0,1.0,3,187,0.0,0.0,0.6696428571428572,0.9996998123827392,0.06343555164497605
Cc1cc2c(s1)Oc1cc([N+](=O)[O-])ccc1N=C2N1CCN(C)CC1,5,3.0,0.3,000-001,0.3,3.0,1.0,3,106,0.0,0.0,0.5691056910569106,0.9997748592870545,0.04260796547053758
CNC(=O)c1c(-c2ccc(F)cc2)oc2ccc(-c3cccc(-c4nnn(Cc5ccccc5)n4)c3)cc12,111,18.0,6.300463561708831,006-008,5.307890786166653,3.0,1.0,18,1798,0.0,0.0,0.5606936416184971,0.9997748592870545,0.029579046393182207
O=c1n(-c2cccc(F)c2)ccc2nc(CCl)cn12,13,2.0,3.7522442000677856,003-004,2.4677966198035124,2.0,1.0,5,250,0.0,0.0,0.7450980392156863,0.9996998123827392,0.06556036152857592
O=C(O)c1ccc(NC(=O)C(c2c3c(nn2-c2ccc(Cl)cc2)CCCC3)C2CCCCC2)c(F)c1,30,5.0,3.923112599260489,003-004,3.0690385500116384,5.0,1.0,9,450,0.0,0.0,0.6121212121212121,0.9996998123827392,0.031496107702238096
CCOC(=O)C(CC(C)C)c1ccc(OCC)c(-c2ccc(C(F)(F)F)cc2)c1,47,16.0,5.686605916801559,004-006,4.116484116361652,4.0,1.0,16,1433,0.0,0.0,0.6031746031746033,0.9997748592870545,0.04776167968985745
CS(=O)(=O)c1ccc(-c2ccc(OCC3CCN(C(=O)c4ncccc4O)CC3)nc2)cc1,20,7.0,5.622327639571811,004-006,4.581308886794338,4.0,1.0,7,418,0.0,0.0,0.65,0.9996998123827392,0.04264288514711834
CCOC(=O)c1cccc(-c2ccc(N)c(Br)n2)c1,5,2.0,1.761253103351729,001-003,1.761253103351729,2.0,1.0,3,153,0.0,0.0,0.5465116279069768,0.9997748592870545,0.04042894746422587
CCNc1cc2ncnc(NCc3ccccc3N)c2cc1[N+](=O)[O-],11,2.0,5.984701374011987,004-006,3.3156531068705224,2.0,1.0,6,272,0.0,0.0,0.7232142857142857,0.9996998123827392,0.047238827985070064
Cc1ccc(S(=O)(=O)n2cc(I)c3cc(N4CC(NC(=O)OC(C)(C)C)C4)cnc32)cc1,7,4.0,2.6510713335361564,001-003,1.6920601915563036,3.0,1.0,4,133,0.0,0.0,0.5692307692307692,0.9997748592870545,0.03525110717639757
CCC(CC)(c1ccc(-c2nnn[nH]2)cc1)c1ccc(OCC(O)C(C)(C)C)c(C)c1,199,3.0,8.22553957839662,008-009,5.88176167908805,3.0,1.0,29,6002,0.0,0.0,0.496,0.9997748592870545,0.10010591834622984
CCS(=O)(=O)N(C)C1CCCOc2c(C)cc(Cl)cc21,906,167.0,19.16378568400241,019-021,17.17185018624736,6.0,3.0,168,9907,0.0,0.0,0.6704545454545454,0.999624765478424,0.04831892917347247
COC(=O)c1ccc(CC(/C=C/c2ccccc2OCc2ccc(C(C)(C)C)cc2)CCCCC#N)cc1,19,3.0,3.760771659956186,003-004,3.4285838703467704,3.0,1.0,9,542,0.0,0.0,0.6442953020134228,0.9996998123827392,0.03393168401717417
